Date,Site_ID,CO2_Captured_Tons,Operational_Costs,Energy_Consumption,Revenue_CO2_Sales,Revenue_Carbon_Credits,Plant_Uptime_Percentage,Customer_Satisfaction_Score
2021-03-31,Site_1,2539.1068483441745,56545.95715354646,90799.52708286564,14388.409641729126,8870.448486704896,93.42668677318892,1
2021-04-30,Site_2,2947.301455393109,36647.75369051784,71943.00942176269,9325.209424194698,5748.987684167253,81.46867312110906,7
2021-05-31,Site_3,1283.6294961956003,185255.04257742967,186150.9982185385,47139.09844274078,29061.234344714732,71.88185659081739,7
2021-06-30,Site_4,928.2244900328902,214595.99699923617,158223.62357628363,54605.055210505525,33663.99354892545,83.31558165394279,1
2021-07-31,Site_5,4311.946098456146,131361.11460114038,198699.11153367537,33425.51126587112,20606.8136235001,95.80397585964302,10
2021-08-31,Site_6,386.82111895423805,460910.2855543411,196193.9824864724,117280.99285036638,72303.68271776268,99.6410475989801,7
2021-09-30,Site_7,2406.042429198557,420205.46210117877,257995.16929343258,106923.44115753718,65918.25645959123,87.32647721025191,5
2021-10-31,Site_8,667.5866063743379,374786.9062833908,20650.729844958685,95366.45601945669,58793.37998737555,81.88693931200092,8
2021-11-30,Site_9,2339.5879305237,247109.23444652325,171736.38141951218,62878.21571073474,38764.39351437331,86.82023514088507,5
2021-12-31,Site_10,4901.815399077315,444382.92651066976,121923.06106154533,113075.52133326845,69711.01129794627,81.5010675979637,8
2022-01-31,Site_1,2176.1611319318167,473141.8039917609,238886.75289390562,120393.36562955668,74222.45922584605,78.62918270529272,9
2022-02-28,Site_2,4299.91209577238,444959.28005718865,76280.87697685648,113222.17745765341,69801.4247368884,92.05943540333737,2
2022-03-31,Site_3,674.84626449765,138067.0015231655,186595.99850009364,35131.8586848954,21658.776088968087,76.26559996351541,7
2022-04-30,Site_4,1429.1351761331343,433471.4131961226,88182.09296666144,110299.03064703662,67999.30595876777,73.47692703367815,7
2022-05-31,Site_5,2078.5844292699394,181679.88482734852,78054.64360083945,46229.381164416416,28500.394025612455,94.63553854469393,10
2022-06-30,Site_6,2059.079486045721,70401.42940695916,105072.72566839273,17914.00582220178,11043.977047714638,71.60284782625428,4
2022-07-31,Site_7,3389.7790454837505,374374.9756050192,28436.96508327928,95261.63813958046,58728.759808559465,72.56893279617594,7
2022-08-31,Site_8,1789.1188241399875,406353.4346823519,226452.00608280406,103398.72153294338,63745.26829491178,83.108158548178,10
2022-09-30,Site_9,3597.4576552090803,493522.5736282257,265579.9175364773,125579.35729200002,77419.6209024757,99.99404347099404,10
2022-10-31,Site_10,3232.0158062044234,245669.1672034381,14925.681756242811,62511.783193748946,38538.48802191713,73.21118497178833,1
2022-11-30,Site_1,2055.8896117483882,133001.04364211438,199208.30039088713,33842.79964531846,20864.071733753855,81.38351700165649,1
2022-12-31,Site_2,2215.624625506164,42041.845148835855,173241.1922477325,10697.763740261553,6595.166842186579,72.966718093815,6
2021-01-31,Site_3,3111.1857290705716,212459.9489954179,272564.2310631284,54061.526809175644,33328.90851832728,83.23552398906085,7
2021-02-28,Site_4,443.2067317087587,292940.02627832536,208754.46575319555,74540.09642291618,45953.93806386191,80.24042459130868,9
2021-03-31,Site_5,4129.793017942882,253284.0602619874,131389.64277677744,64449.43189968292,39733.0476333887,88.84631425377897,6
2021-04-30,Site_6,3301.763689456821,89765.9482174354,177676.85276792897,22841.40723488839,14081.717944233962,98.68116401032543,2
2021-05-31,Site_7,3659.078075647393,192057.280512422,46892.200452767174,48869.962872595795,30128.311537038375,75.91568007646907,4
2021-06-30,Site_8,2730.922705303713,459774.15833464306,57023.534868190625,116991.89943564631,72125.45674929408,90.39354673760079,9
2021-07-31,Site_9,641.3378438595491,235053.9914421882,74912.71443594966,59810.69712216517,36873.26959592432,98.45857279943758,3
2021-08-31,Site_10,2084.6745051550547,260989.48833334373,150096.1273067305,66410.11770529227,40941.80960711168,93.94949632167535,5
2021-09-30,Site_1,2086.330555957925,241236.69319939232,87378.9921016517,61383.917384998975,37843.159225646494,95.96624725392077,7
2021-10-31,Site_2,1673.1106512117628,198510.47880167494,39157.87269315147,50512.012369307755,31140.634360469798,82.60086120200556,7
2021-11-30,Site_3,246.75659203327186,39707.27453865671,160367.44937512538,10103.720240642548,6228.939274759674,99.18714688558916,7
2021-12-31,Site_4,3712.545788722739,122300.40889259352,212370.63359781948,31119.968094611013,19185.447229036,76.97802485586504,9
2022-01-31,Site_5,637.9438445062534,254998.93980237373,37967.333886059656,64885.79181921345,40002.06334007476,75.4262016188028,1
2022-02-28,Site_6,3070.909851920917,296372.0870496941,221396.3176449465,75413.40193898817,46492.3305468647,98.14150356593788,6
2022-03-31,Site_7,3545.7657326893573,244287.6001586229,16863.76863644522,62160.23635310859,38321.759542661144,80.12721001023455,1
2022-04-30,Site_8,3210.452982375104,188307.45941775697,212692.7807915449,47915.801607861526,29540.071519025,85.51217566581818,9
2022-05-31,Site_9,4799.797034692077,403713.7609724374,286394.7239170627,102727.04298029958,63331.178749978906,91.7662295887452,2
2022-06-30,Site_10,606.1609599171793,350435.15022980585,142462.38958530562,89170.02643841702,54973.283759318656,99.85677803165731,7
2022-07-31,Site_1,4349.119079615476,473255.87392102386,29108.319636168115,120422.39130977607,74240.3535454817,74.95256392206909,1
2022-08-31,Site_2,243.03215075967495,23590.42749161557,91977.79701617762,6002.705612554742,3700.665483042383,93.31863418878271,5
2022-09-30,Site_3,2721.0925891427114,374598.9303153229,52779.0058565782,95318.62456752782,58763.89191739811,77.61091186892703,10
2022-10-31,Site_4,2080.793727902368,40074.17559957907,155271.60632163472,10197.080102749063,6286.495590444482,81.1904041462721,6
2022-11-30,Site_5,2668.500915929415,152579.92442917527,62432.999707516814,38824.7465655174,23935.439912691247,86.49311136768081,10
2022-12-31,Site_6,1888.989397594048,459379.9641567533,298950.6924749032,116891.59469954536,72063.61892171545,72.98589676488595,3
2021-01-31,Site_7,1033.7778832063336,389924.09524889453,131674.083178227,99218.19160982806,61167.97335728541,97.05173640988576,6
2021-02-28,Site_8,193.70219749857992,334389.389623642,122328.94420277234,85087.10012084339,52456.16140341831,84.1811494640493,10
2021-03-31,Site_9,2638.934087576754,205851.27108530854,28607.58511914089,52379.914723227674,32292.195375287436,84.1684830535489,3
2021-04-30,Site_10,4229.606627155727,34415.498908517395,183591.16327122622,8757.200713317006,5398.8105530389,84.11432143635741,8
2021-05-31,Site_1,1928.7581831494913,137523.87433051164,46047.96356710592,34993.65717715108,21573.57491762559,72.59191153570903,10
2021-06-30,Site_2,1192.0327082734032,245625.72050113376,85905.02492541162,62500.727956879586,38531.67247304135,75.21870019604496,3
2021-07-31,Site_3,494.606817012036,217161.4125182233,96750.3820618479,55257.83838452102,34066.43410088879,78.35732097399898,4
2021-08-31,Site_4,518.0235232816465,234484.93039147012,38453.637624333816,59665.89661084566,36784.00014165586,87.63131105060366,7
2021-09-30,Site_5,1184.842586834584,24852.35537074995,250704.01323097665,6323.809652123822,3898.625988254137,99.883345317075,4
2021-10-31,Site_6,590.0688985156204,320206.31156234967,42053.4130593647,81478.142957516,50231.24083157301,81.03052171344797,4
2021-11-30,Site_7,1398.694521985962,230973.13513923838,150071.45904470648,58772.30224600395,36233.099591928,95.44749398951507,4
2021-12-31,Site_8,424.13236437307813,18226.471594387454,93828.14810547886,4637.819445009406,2859.2137353583353,70.41395736152485,3
2022-01-31,Site_9,421.46384932863566,470214.5375407438,78597.92407064496,119648.50762470668,73763.2545794361,93.19247584834048,10
2022-02-28,Site_10,4295.753280151632,106873.20732031259,74755.7973428348,27194.43730476596,16765.359149717882,83.84469271211609,5
2022-03-31,Site_1,894.3892774732828,93098.90134957944,204260.66903314134,23689.49430239972,14604.563264315897,89.98488570438097,6
2022-04-30,Site_2,2842.4437885348952,379996.08215083316,240201.27646341547,96691.95761231228,59610.551161344,83.24836035051601,2
2022-05-31,Site_3,3889.9321678002498,180844.94573338982,128584.87392087613,46016.92661745119,28369.41588685029,80.96188277500352,4
2022-06-30,Site_4,2336.4068701614265,309658.70642919966,102373.20798076097,78794.25057980162,48576.622310612256,96.96561023867318,5
2022-07-31,Site_5,851.507501510794,12923.409001295822,222000.32727230524,3288.4278919061767,2027.3144109547213,87.98943062773051,4
2022-08-31,Site_6,1078.0210963885602,221402.60786228112,88057.62707215565,56337.03235439568,34731.75672898331,73.21452160973357,2
2022-09-30,Site_7,2221.6226107777857,22168.66570176146,262433.61429297854,5640.93101229765,3477.6315942884944,71.70464735634185,8
2022-10-31,Site_8,2688.347036974825,112685.30747234302,95224.48544002588,28673.35608297476,17677.11195386901,73.55491502157697,5
2022-11-30,Site_9,1812.2574310378209,105411.53278710351,24863.24342544211,26822.506701671085,16536.064089490108,75.65555813054632,6
2022-12-31,Site_10,3929.2500411498404,485754.1120212209,146399.36149483992,123602.63227903206,76200.97076416852,76.10236476263506,3
2021-01-31,Site_1,3780.0060793963526,158182.41237760603,96972.55360185604,40250.32844038034,24814.310538384125,98.72726094831482,6
2021-02-28,Site_2,4643.337856128278,421233.17910373106,145126.59118856816,107184.94903489681,66079.47595589043,73.90644680812001,5
2021-03-31,Site_3,241.86749023210663,216170.72493267813,94687.6697696926,55005.75283277958,33911.023464366466,91.42494051127203,7
2021-04-30,Site_4,4488.887326929997,432443.37189000106,296234.24252411607,110037.44024896574,67838.03558848481,96.85456854915746,10
2021-05-31,Site_5,2023.58706346454,334765.74241616897,292615.45805691154,85182.86502467166,52515.20042631207,82.97835144791928,5
2021-06-30,Site_6,4404.025227361971,13475.288006962744,189085.20964177733,3428.856343486606,2113.8884922346474,92.79072337698729,4
2021-07-31,Site_7,3484.845403166995,64684.11031805208,272902.43401105347,16459.204573010913,10147.092690049749,94.37478024733915,6
2021-08-31,Site_8,4938.008909662444,25359.05335817885,100751.43010059939,6452.741561225117,3978.112455935642,83.57901619342067,7
2021-09-30,Site_9,3820.4840134116735,54318.07675418114,238488.93904238904,13821.514015012568,8520.957571493282,92.93296057829872,7
2021-10-31,Site_10,1886.2686673842543,117953.89422361861,231865.234197462,30013.97508080148,18503.603001637843,70.44360134867857,10
2021-11-30,Site_1,2555.2095468902853,394935.5170289456,113041.20895077291,100493.37365799923,61954.12255314009,74.82954112839637,7
2021-12-31,Site_2,1944.306860452321,369503.5091165472,219226.80183366162,94022.06843521135,57964.56560766618,88.91435982118146,9
2022-01-31,Site_3,1888.0679965040667,129909.64252482732,37149.05388760311,33056.17673040975,20379.119037875455,78.8897544327633,5
2022-02-28,Site_4,1378.4320469671927,201307.24136115194,77448.54397262825,51223.6629877089,31579.366667114107,78.60349105816582,1
2022-03-31,Site_5,2530.254447330001,431149.0882275422,70871.51123895464,109708.10311390784,67634.99938337028,81.77155275857815,4
2022-04-30,Site_6,3440.52573083987,45437.36803778513,191473.6880215978,11561.772004219385,7127.827573175069,80.31003396948083,1
2022-05-31,Site_7,1458.9673293956932,286759.72176066635,68511.0300908665,72967.48615001483,44984.4244926763,78.49425358592637,8
2022-06-30,Site_8,2669.461074278378,66363.75098066195,92231.58804277689,16886.597778840136,10410.580421513878,82.90643379437371,6
2022-07-31,Site_9,675.1634414357302,497086.81596772413,88984.22320076788,126486.29708795821,77978.74890486852,83.93499819619889,7
2022-08-31,Site_10,883.2419055855374,226406.61466448737,283571.35211121704,57610.3276233153,35516.74272622374,89.28030557938608,7
2022-09-30,Site_1,329.3511380897248,458482.9296276015,284919.92283016135,116663.3396497075,71922.89977958422,87.44262537953757,7
2022-10-31,Site_2,4856.584069576101,84961.52903933548,251177.5128197864,21618.898063501136,13328.04155474164,74.86820573858482,4
2022-11-30,Site_3,118.91572240027936,495250.0249403677,140941.36902835077,126018.91616351665,77690.60876171445,93.5687751135004,7
2022-12-31,Site_4,975.0418434825159,39058.92751191072,152119.13051494496,9938.74500491549,6127.232111387378,99.15659215532114,3
2021-01-31,Site_5,3103.0470902732627,38871.93795136103,118627.41584008641,9891.164549453219,6097.898780625931,79.15214837629132,10
2021-02-28,Site_6,498.711034381196,413386.1966194141,143640.56584578552,105188.24398082479,64848.50813065407,96.46757874746922,5
2021-03-31,Site_7,4421.292865174479,390530.1983474593,51036.11632650926,99372.41766074786,61263.05365274936,89.17622696043584,2
2021-04-30,Site_8,3626.138773427212,131489.02662931307,88585.49414061055,33458.059139354904,20626.87937380042,81.28302441958961,10
2021-05-31,Site_9,4835.310860045678,130954.50104852185,63679.37884992984,33322.0463559914,20543.027550117265,95.77393977443035,6
2021-06-30,Site_10,2587.414181479748,241600.98921281338,265462.78506332415,61476.61437936973,37900.30688365126,95.98495157773445,4
2021-07-31,Site_1,1571.9780474765873,472365.244198298,210092.2175786129,120195.76599587641,74100.63913487025,84.51756743789467,9
2021-08-31,Site_2,2792.55280669683,316684.39739576925,48667.079777953426,80581.97378287165,49678.75291268581,93.54880101386867,6
2021-09-30,Site_3,4661.011714760069,417939.5321370005,134818.7589544605,106346.86362334611,65562.7966524976,87.39584124256946,10
2021-10-31,Site_4,2651.7310424851166,434880.6766054464,104436.35918785854,110657.62497008237,68220.37920795973,74.695467693395,3
2021-11-30,Site_5,1409.3144561253614,75880.20239033409,14333.439224181184,19308.10778787861,11903.440322647102,87.18391254034674,8
2021-12-31,Site_6,4399.254066953186,293616.1802743686,224433.97896390798,74712.14728500601,46060.007347908075,81.86611868395755,9
2022-01-31,Site_7,1922.4018677110605,493600.9807942084,137660.84668225626,125599.3083986714,77431.92075133932,89.2146598984906,6
2022-02-28,Site_8,106.77841499509579,56866.18056040482,114881.32289020022,14469.892134672642,8920.682409301005,95.13275944523856,10
2022-03-31,Site_9,1313.6566102123481,227337.75636357523,62823.8194862583,57847.26141797354,35662.81231088305,90.79285409048929,8
2022-04-30,Site_10,1659.3441949676057,384778.125703314,151603.88733685366,97908.77319067178,60360.717453131685,79.33887088796851,9
2022-05-31,Site_1,4308.00959433632,494892.76014885714,88775.31409038481,125928.00829972612,77634.56410195916,71.31024937734048,8
2022-06-30,Site_2,2346.6655186255807,68660.89129379793,157255.13998781188,17471.116946853857,10770.936242515801,80.64027256160075,3
2022-07-31,Site_3,2278.4777102753737,208175.25754844988,82614.07147167981,52971.265032193376,32656.76259181039,75.47159761506137,3
2022-08-31,Site_4,1746.9011053594481,378950.67528579786,94867.12670845563,96425.94845845609,59446.55662997968,92.36589838125035,3
2022-09-30,Site_5,4415.32280293069,301099.17032835184,133297.28115378154,76616.23259298533,47233.87513867055,70.27213396300102,3
2022-10-31,Site_6,4730.6312070079175,440540.0026642129,187164.3238066762,112097.66959446695,69108.16611264399,87.14702143293214,2
2022-11-30,Site_7,4960.262612857684,60051.8784682086,254343.24739168584,15280.509352943662,9420.427583100838,72.02316894920493,9
2022-12-31,Site_8,1946.032208108835,275831.1550517128,90809.84689433286,70186.6561398622,43270.043962127434,76.524167550298,8
2021-01-31,Site_9,4834.12248357314,308505.0171755939,104938.5327943429,78500.68841522343,48395.64135973745,81.66692944343771,4
2021-02-28,Site_10,3980.209891191417,408989.6244022421,196955.72673189154,104069.51356640561,64158.81130114242,84.13554553571724,10
2021-03-31,Site_1,3410.8768234569075,424355.0538779925,298505.15617968206,107979.32612856383,66569.20909970887,71.02882852754207,5
2021-04-30,Site_2,1299.9584491584872,242340.87948589973,76922.14526382991,61664.88326498058,38016.374572370456,71.80999243522413,2
2021-05-31,Site_3,1160.640578626628,306119.203854037,74024.339025406,77893.60594412757,48021.37527188438,92.09834341253986,8
2021-06-30,Site_4,913.6343401541038,13847.837380452853,247888.57197622262,3523.653447778067,2172.3308671214068,78.62818308785134,7
2021-07-31,Site_5,4621.507390104291,347624.2217998822,241440.1890393599,88454.7712414186,54532.32923148663,86.01126422332837,5
2021-08-31,Site_6,1540.975645677514,17568.57659255939,105413.4250862739,4470.414677912726,2756.008766919483,84.8056204124563,8
2021-09-30,Site_7,2320.1618026995043,327073.29956721154,14277.520618580042,83225.48337569115,51308.47546375975,84.22698272634746,8
2021-10-31,Site_8,2520.393386537395,257889.06279059377,134560.2339703138,65621.19847890742,40455.44123617497,92.17038892997417,4
2021-11-30,Site_9,3913.0408177062454,477489.2622299918,167610.2607681585,121499.59873941664,74904.45147235821,86.80631556165484,3
2021-12-31,Site_10,4236.751311609818,89906.26670471592,230444.78489118916,22877.111995704756,14103.729914245792,85.24168401186868,5
2022-01-31,Site_1,781.4562356282028,198050.5966875107,201674.64662211496,50394.992999956,31068.491968528782,74.50183581493921,8
2022-02-28,Site_2,2191.831365034261,430075.7979695392,204916.685915481,109434.99888729284,67466.63074263712,75.60647417478222,9
2022-03-31,Site_3,4229.98895039374,261906.73283129733,242980.38271934944,66643.51528564167,41085.69911713831,97.58431167849778,8
2022-04-30,Site_4,4108.363198203608,409165.9244989091,234712.84558451187,104114.3740328017,64186.467759789666,77.15430012670258,6
2022-05-31,Site_5,601.8274164168404,258638.4709559559,147243.63531763465,65811.88924116311,40573.0020108261,76.26018633857169,9
2022-06-30,Site_6,866.2784094530188,344376.9782131722,40395.64728674572,87628.49340858981,54022.929295404945,75.57307477193903,10
2022-07-31,Site_7,1590.5735888370984,441955.8720668931,246157.3154604617,112457.94484650016,69330.27565384906,85.25193051391699,3
2022-08-31,Site_8,469.2594385083676,36859.755136968524,184514.4600091631,9379.15428267306,5782.244666708749,93.93787573698694,7
2022-09-30,Site_9,2180.848713918905,441620.4271694917,19573.908306157748,112372.58916699626,69277.65391336907,92.13451585031702,5
2022-10-31,Site_10,627.3267552329513,97690.71914715129,238662.407340262,24857.905958996864,15324.888558714796,74.02127778303219,5
2022-11-30,Site_1,2884.2662089822406,380095.56836664287,124068.43375582437,96717.2723916322,59626.157712137385,73.53389218917577,8
2022-12-31,Site_2,1308.129005074665,287257.2467270505,101092.7399412101,73094.08393672988,45062.471974889326,91.67244881695433,1
2021-01-31,Site_3,3022.5220202131513,173131.97786101248,159364.0225406123,44054.32227069108,27159.47113331556,87.22730684836422,2
2021-02-28,Site_4,675.8756502278245,479669.76256221865,204752.49618131606,122054.43826435054,75246.50980589636,71.3599469191606,1
2021-03-31,Site_5,4881.8309552508135,422302.3179213674,278205.4495628742,107456.9969061576,66247.19335399242,93.16679145668667,3
2021-04-30,Site_6,4669.549898900968,149923.03587861208,17545.154194255778,38148.68760812604,23518.649850075628,85.82021865229189,8
2021-05-31,Site_7,2019.8049989668625,109314.74553709239,98354.74173880382,27815.699262072158,17148.366884850155,79.40186512689245,9
2021-06-30,Site_8,1286.6751112178188,185905.3590620624,21729.021274273564,47304.57481715702,29163.250459877934,75.63076623302976,9
2021-07-31,Site_9,1326.9512429825065,172736.7492492812,254508.08867933962,43953.75431757854,27097.471032560094,95.85595080835616,10
2021-08-31,Site_10,2468.628322491721,88281.02169686547,214025.96464674902,22463.560044013,13848.775310130342,93.53831234556837,10
2021-09-30,Site_1,295.96472931351315,469329.71073508513,88465.36330916712,119423.35889290205,73624.4504810646,85.77001885315865,9
2021-10-31,Site_2,3234.5550197681223,444936.2364234336,233121.40662060646,113216.31388651955,69797.8098477529,79.11722927266892,8
2021-11-30,Site_3,2100.6842508647496,438674.0474115348,193680.1462265116,111622.86768288618,68815.45093404276,74.58695288401395,4
2021-12-31,Site_4,1949.292205685548,233298.5465642951,201437.85507407875,59364.01514385831,36597.89034434817,72.42818864004799,6
2022-01-31,Site_5,4065.8883602970723,396904.06851427164,227624.61684575534,100994.28170868076,62262.93215550644,92.1954189159288,6
2022-02-28,Site_6,3574.273754898121,186575.25548148315,56683.413248430166,47475.03340668943,29268.338108562773,77.25486818346363,1
2022-03-31,Site_7,4776.23569542419,431693.40888021525,184133.3460873508,109846.60830369261,67720.38777456287,81.35434423358363,4
2022-04-30,Site_8,1824.4875784288845,454158.03246945183,160116.45008188917,115562.84732271706,71244.44672329428,73.02872688859338,7
2022-05-31,Site_9,4497.959546782087,273766.96323426603,108738.77084744694,69661.41191474668,42946.231118467906,97.86007516337969,9
2022-06-30,Site_10,3872.8392126254353,243334.19076696056,221880.90767311235,61917.636429540944,38172.19679191458,91.88726345702594,6
2022-07-31,Site_1,1851.3807928140939,271022.5465530267,135929.63179830465,68963.08097430403,42515.710387677515,96.45810085303897,5
2022-08-31,Site_2,3146.1606386209633,126679.88684148602,146319.74388226925,32234.348784542137,19872.462455231962,71.24973558703331,9
2022-09-30,Site_3,1513.9927924933083,55010.75352255125,70677.99355159883,13997.769181505813,8629.61880743416,72.37378761007675,10
2022-10-31,Site_4,4384.559593666728,199590.79587281513,224296.66526217994,50786.90460466791,31310.1053078416,78.09985532925953,5
2022-11-30,Site_5,650.8938543403251,394196.566698091,13074.128489471801,100305.34394552383,61838.20231455822,70.2455761312926,1
2022-12-31,Site_6,1140.928370340801,344058.3665658473,154197.46758886584,87547.42103614967,53972.94821192651,75.3289687802535,1
2021-01-31,Site_7,996.8631311916135,422027.6344970321,165917.01005280003,107387.10229600186,66204.10335625657,79.0200875427758,5
2021-02-28,Site_8,2074.8274117810142,231219.4497454621,87599.51307035604,58834.97826447623,36271.73933092999,75.9539993474699,10
2021-03-31,Site_9,3751.641504157433,70893.27036955397,58871.774355374444,18039.157284916964,11121.132871790647,88.84523225035262,8
2021-04-30,Site_10,2681.8465003556835,266086.36423979484,110908.7615401044,67707.04399545904,41741.36411900248,81.5574818458469,3
2021-05-31,Site_1,2489.613985337217,29350.104794533938,40701.72999058214,7468.285127170164,4604.194636803934,76.90311597720651,7
2021-06-30,Site_2,102.6752279952787,221125.52485483867,219143.06347342904,56266.52715797609,34688.290305072835,85.50428056997555,9
2021-07-31,Site_3,2184.468454239768,108694.26186564166,178528.6099122511,27657.81400041509,17051.030687507176,78.16744943489553,6
2021-08-31,Site_4,411.4134966971763,423681.4792644049,22113.000588222647,107807.93160360689,66463.54444722884,87.67746175127638,10
2021-09-30,Site_5,1120.4409353952706,73173.69387524672,286610.64264241536,18619.42277529389,11478.866302320259,84.47226000561055,2
2021-10-31,Site_6,4668.730300906423,242572.33712870922,233811.02904595312,61723.77885269534,38052.68367740197,72.71521929168544,1
2021-11-30,Site_7,1155.4512012818673,198717.4669211662,292573.03758394514,50564.68156095525,31173.104894947115,82.08237340052645,1
2021-12-31,Site_8,4305.854429307886,424238.6964026981,196403.35725969324,107949.71837049075,66550.95592932148,73.98526974078486,5
2022-01-31,Site_9,4034.1775206505376,285196.1045033892,283212.97900714166,72569.61569643866,44739.1375255473,79.1791987370438,5
2022-02-28,Site_10,879.8165610169899,242727.77580284106,242914.63605751572,61763.33102282668,38077.06757363675,86.49064381093018,7
2022-03-31,Site_1,3067.988590624366,302135.0810372939,99512.68019172915,76879.82540108013,47396.37999389025,88.01593894744865,7
2022-04-30,Site_2,666.7431723345652,123749.14474578561,228702.88947395954,31488.60638402549,19412.712579265848,91.79313493317179,3
2022-05-31,Site_3,3666.651976010606,265477.9350464165,45265.88991248732,67552.22605774966,41645.91892558194,89.67991754024997,3
2022-06-30,Site_4,3223.5651591238125,181518.3937432209,156841.31333781843,46188.2889274311,28475.060678810554,83.47911949081916,4
2022-07-31,Site_5,4078.4989522859946,63369.78814707623,273543.9138953068,16124.768536392843,9940.91301426997,92.76789312121652,4
2022-08-31,Site_6,2448.9842920070214,397834.3126836362,162139.91103930984,101230.98712228447,62408.86094334177,70.84613842927854,7
2022-09-30,Site_7,4582.829130383576,186789.75720192073,284546.45952637476,47529.61447274391,29301.98731280711,98.42269824364955,5
2022-10-31,Site_8,341.80983926335455,146666.49316011765,120713.59654780812,37320.04356338465,23007.791145345982,77.1927138975952,6
2022-11-30,Site_9,1535.1539686323717,10279.112534217613,162004.5368686905,2615.5730549249247,1612.49968722302,90.83395311222566,2
2022-12-31,Site_10,3603.7577275793183,28622.199110916514,175153.6847370951,7283.065781992389,4490.006988477901,78.92387166927824,4
2021-01-31,Site_1,2148.7351375652042,133403.79092647927,288544.32822823245,33945.280763354895,20927.251299879477,90.7089776521525,5
2021-02-28,Site_2,947.4616359286663,171469.84173686925,215227.63877148327,43631.38318470925,26898.729364862196,84.04061709460073,10
2021-03-31,Site_3,625.3326525998756,352572.5328337681,182496.38561020663,89713.89443561804,55308.57815062842,77.5636893535281,6
2021-04-30,Site_4,4104.961646161944,190543.47054316933,29055.63449982323,48484.76613964113,29890.837913336985,97.39914482718592,4
2021-05-31,Site_5,2418.4005944816568,400297.1950778983,74686.48158664358,101857.68021533477,62795.21697137381,77.00951732657424,5
2021-06-30,Site_6,4423.189992403626,297711.44512476865,45775.52773061908,75754.20849017627,46702.437642194964,72.4645430618496,3
2021-07-31,Site_7,3693.1167581519576,181777.85601110928,158235.91664140433,46254.31043603892,28515.762911072674,71.56660450146883,2
2021-08-31,Site_8,2107.6584075906435,87124.74989091733,297337.06857298163,22169.340735707945,13667.389230424573,79.49001384610233,5
2021-09-30,Site_9,1930.2039693628499,10671.010576887218,252890.77725612,2715.293527608947,1673.977316651089,74.20803524284048,9
2021-10-31,Site_10,2626.6278985911335,197725.99483117493,151762.1820138478,50312.39638802241,31017.571192044332,77.74825913798192,7
2021-11-30,Site_1,4456.39377062967,209292.9503944536,159174.07924429112,53255.667725709776,32832.09673263168,99.75877515601853,3
2021-12-31,Site_2,3712.665040599423,188306.7093561977,21979.613801360778,47915.610750839835,29539.95385575148,84.47768834724464,2
2022-01-31,Site_3,125.24952491821384,403177.9819097381,252233.85698714742,102590.71124201729,63247.13029072259,89.18145138757733,3
2022-02-28,Site_4,3501.3734717087154,56822.08751046888,120730.9930709472,14458.672431323934,8913.765466909947,97.79657016552632,9
2022-03-31,Site_5,4605.586293838522,66302.08984792465,18018.996242294943,16870.907786461226,10400.907547817658,70.79030552860196,7
2022-04-30,Site_6,3581.233221572009,124397.02119863531,278045.87204071233,31653.46187980424,19514.345923010424,83.42816251700044,1
2022-05-31,Site_7,967.32832968073,261729.02467711695,137564.26239617757,66598.29653176897,41057.82177441257,94.28674937133326,9
2022-06-30,Site_8,2469.2388243945475,365691.6862899088,205625.7672732109,93052.13051087067,57366.59928564733,96.49802202841384,9
2022-07-31,Site_9,787.5484878247552,452795.232894926,166613.72502330004,115216.07596142228,71030.6623250444,95.41308853444566,7
2022-08-31,Site_10,1859.076863864197,140876.46927261265,238999.6840182714,35846.74220423357,22099.50147767904,81.05591143834084,5
2022-09-30,Site_1,4691.873505508537,72621.68232460512,289089.98152556154,18478.96059696291,11392.271428512815,76.55783441499982,1
2022-10-31,Site_2,4624.196007037671,259515.10478271812,190080.01721460998,66034.95322734697,40710.52086440005,93.29380869886648,9
2022-11-30,Site_3,1485.9005756628062,156800.2810907535,43906.545631858506,39898.63802545141,24597.493545639674,77.8519483825712,4
2022-12-31,Site_4,1764.192116414376,492401.09903868276,180584.3916623196,125293.99231438867,77243.69351391499,75.48355016000191,8
2021-01-31,Site_5,3041.04305384334,29522.831060457287,19195.246353824787,7512.236213951538,4631.290463301548,72.42700171454865,6
2021-02-28,Site_6,4819.666746775862,103538.56524581462,110003.93349186447,26345.920477185602,16242.248882734315,85.19490461035082,3
2021-03-31,Site_7,824.2265369204131,379243.7888541964,31456.51833705223,96500.5327135641,59492.53779185431,97.69934446550691,9
2021-04-30,Site_8,1358.8915540646785,199325.01139712322,92856.01680879695,50719.274377766225,31268.41130142857,78.85017471025627,9
2021-05-31,Site_9,4380.42845372478,285496.69815130025,270631.36413918436,72646.1032962524,44786.292098631726,92.98672585042098,2
2021-06-30,Site_10,2510.271935370888,409571.3871130453,71435.62084997603,104217.54608046474,64250.07328373922,72.74990302909947,1
2021-07-31,Site_1,4504.909351912455,336762.97000840306,236927.89848610535,85691.06985825146,52828.50849226329,75.09739037590293,9
2021-08-31,Site_2,1009.0376978635637,305739.9999181093,124953.51347919246,77797.11555219613,47961.88898588044,79.25470373940027,5
2021-09-30,Site_3,2710.0760786096675,344093.58290169557,117069.92902029355,87556.38201394142,53978.47265096261,78.34207456300305,8
